symbol,record_date,ex_date,cash_payment_date,cash_dividend_per_old_share,share_ratio,fractional_share_treatment,event_id,source_url,source_sha256
SH520550,2025-06-17,2025-06-17,2025-06-17,0.004,1.0,not_applicable_no_share_change,SH520550~2025-06-17,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2025-07-15,2025-07-15,2025-07-15,0.004,1.0,not_applicable_no_share_change,SH520550~2025-07-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2025-08-15,2025-08-15,2025-08-15,0.004,1.0,not_applicable_no_share_change,SH520550~2025-08-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2025-09-15,2025-09-15,2025-09-15,0.003999999999999998,1.0,not_applicable_no_share_change,SH520550~2025-09-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2025-10-23,2025-10-23,2025-10-23,0.004,1.0,not_applicable_no_share_change,SH520550~2025-10-23,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2025-11-17,2025-11-17,2025-11-17,0.004,1.0,not_applicable_no_share_change,SH520550~2025-11-17,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2025-12-15,2025-12-15,2025-12-15,0.004,1.0,not_applicable_no_share_change,SH520550~2025-12-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-01-19,2026-01-19,2026-01-19,0.0040000000000000036,1.0,not_applicable_no_share_change,SH520550~2026-01-19,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-02-13,2026-02-13,2026-02-13,0.003999999999999997,1.0,not_applicable_no_share_change,SH520550~2026-02-13,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-03-16,2026-03-16,2026-03-16,0.0040000000000000036,1.0,not_applicable_no_share_change,SH520550~2026-03-16,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-04-16,2026-04-16,2026-04-16,0.003999999999999997,1.0,not_applicable_no_share_change,SH520550~2026-04-16,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-05-20,2026-05-20,2026-05-20,0.0040000000000000036,1.0,not_applicable_no_share_change,SH520550~2026-05-20,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-06-15,2026-06-15,2026-06-15,0.003999999999999997,1.0,not_applicable_no_share_change,SH520550~2026-06-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520550,2026-07-15,2026-07-15,2026-07-15,0.0040000000000000036,1.0,not_applicable_no_share_change,SH520550~2026-07-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
SH520660,2025-01-15,2025-01-15,2025-01-15,0.01,1.0,not_applicable_no_share_change,SH520660~2025-01-15,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520660,2025-04-14,2025-04-14,2025-04-14,0.004999999999999999,1.0,not_applicable_no_share_change,SH520660~2025-04-14,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520660,2025-07-14,2025-07-14,2025-07-14,0.010000000000000002,1.0,not_applicable_no_share_change,SH520660~2025-07-14,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520660,2025-10-27,2025-10-27,2025-10-27,0.010000000000000002,1.0,not_applicable_no_share_change,SH520660~2025-10-27,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520660,2026-01-20,2026-01-20,2026-01-20,0.009999999999999995,1.0,not_applicable_no_share_change,SH520660~2026-01-20,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520660,2026-04-15,2026-04-15,2026-04-15,0.010000000000000002,1.0,not_applicable_no_share_change,SH520660~2026-04-15,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520660,2026-07-15,2026-07-15,2026-07-15,0.010000000000000002,1.0,not_applicable_no_share_change,SH520660~2026-07-15,https://finance.sina.com.cn/realstock/company/sh520660/hfq.js,d72e1dec5d97f6bccdee895c78091ded72b26c51c80af855ca4559e76fb3f961
SH520810,2026-02-12,2026-02-12,2026-02-12,0.002,1.0,not_applicable_no_share_change,SH520810~2026-02-12,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
SH520810,2026-03-12,2026-03-12,2026-03-12,0.002,1.0,not_applicable_no_share_change,SH520810~2026-03-12,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
SH520810,2026-04-14,2026-04-14,2026-04-14,0.001,1.0,not_applicable_no_share_change,SH520810~2026-04-14,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
SH520810,2026-05-15,2026-05-15,2026-05-15,0.001,1.0,not_applicable_no_share_change,SH520810~2026-05-15,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
SH520810,2026-06-10,2026-06-10,2026-06-10,0.002,1.0,not_applicable_no_share_change,SH520810~2026-06-10,https://finance.sina.com.cn/realstock/company/sh520810/hfq.js,65b28ff03d5fafe4765311695b686a88fee3a144af5f555e170ae6a8a160dde5
