symbol,code,exchange,name,fund_type,settlement,snapshot_date,source_data_date,source_update_time,last_price,spot_volume_lots,spot_amount,total_market_value,float_market_value,history_end_date
SZ159676,159676,SZ,创业板增强ETF富国,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:48+08:00,1.642,93346,15297160.5,214386388,214386388,2026-08-11
SZ159677,159677,SZ,中证1000增强ETF银华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:57+08:00,1.447,50741,7375062.6,47612220,47612220,2026-08-11
SZ159678,159678,SZ,500增强ETF博时,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:00+08:00,1.561,31717,4980598.7,145397306,145397306,2026-08-11
SZ159679,159679,SZ,中证1000增强ETF国泰,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:03+08:00,1.276,70436,8973706.1,74121763,74121763,2026-08-11
SZ159680,159680,SZ,中证1000增强ETF招商,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:51+08:00,1.663,431898,71825408.584,1926482527,1926482527,2026-08-11
SZ159681,159681,SZ,创业板50ETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:03+08:00,1.644,940758,154935233.9,1712673720,1712673720,2026-08-11
SZ159682,159682,SZ,创业板50ETF景顺,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:00+08:00,1.622,2029065,329749445.545,5062761031,5062761031,2026-08-11
SZ159685,159685,SZ,1000增强ETF天弘,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:03+08:00,1.485,10545,1562037.4,28868499,28868499,2026-08-11
SZ159686,159686,SZ,A100ETF易方达,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:06+08:00,1.306,165699,21756300.3,112074894,112074894,2026-08-11
SZ159689,159689,SZ,消费ETF南方,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:42+08:00,0.651,51901,3384616.1,61290209,61290209,2026-08-11
